time,sensor_accX[m/s2],sensor_accY[m/s2],sensor_accZ[m/s2],label_labeling1_label11
2757,-0.397842,0.337051,0.846817,x
2758,-0.397095,0.338394,0.849274,x
2759,-0.397766,0.33786,0.847366,x
2760,-0.40213,0.335129,0.849564,x
2761,-0.3991389999999999,0.336304,0.8465879999999999,x
2762,-0.398132,0.337173,0.845184,x
2763,-0.402435,0.339417,0.847733,x
2764,-0.403839,0.339508,0.8478549999999999,x
2765,-0.399963,0.341095,0.8445739999999999,x
2766,-0.400314,0.343384,0.847198,x
2767,-0.401367,0.340775,0.847137,x
2768,-0.400375,0.340439,0.8482209999999999,x
2769,-0.397919,0.342194,0.846741,x
2770,-0.400742,0.340927,0.848984,x
2771,-0.399734,0.341812,0.848709,x
2772,-0.398788,0.338516,0.8480219999999999,x
2773,-0.399475,0.337433,0.84729,x
2774,-0.399323,0.337265,0.8452149999999999,x
2775,-0.398544,0.3357239999999999,0.8483120000000001,x
2776,-0.396194,0.333435,0.8514860000000001,x
2777,-0.39798,0.336472,0.848663,x
2778,-0.399826,0.337219,0.845673,x
2779,-0.397675,0.33783,0.846725,x
2780,-0.401093,0.338303,0.8488459999999999,x
2781,-0.401337,0.337845,0.850708,x
2782,-0.398895,0.340515,0.846558,x
2783,-0.399857,0.342285,0.8478389999999999,x
2784,-0.399261,0.342819,0.8468319999999999,x
2785,-0.40036,0.346893,0.849899,x
2786,-0.402481,0.348053,0.850342,x
2787,-0.4010309999999999,0.348328,0.847519,x
2788,-0.401672,0.344803,0.841888,x
2789,-0.401489,0.3392489999999999,0.843979,x
2790,-0.402878,0.334488,0.8470610000000001,x
2791,-0.400345,0.330292,0.8482360000000001,x
2792,-0.39888,0.330933,0.849777,x
2793,-0.401779,0.330948,0.853561,x
2794,-0.396912,0.330917,0.846191,x
2795,-0.396133,0.332321,0.848648,x
2796,-0.397736,0.337708,0.851089,x
2797,-0.398438,0.337967,0.84967,x
2798,-0.396912,0.338089,0.847519,x
2799,-0.399445,0.336288,0.8445739999999999,x
2800,-0.4031679999999999,0.336411,0.847305,x
2801,-0.404373,0.3380579999999999,0.847153,x
2802,-0.405502,0.333511,0.848297,x
2803,-0.406967,0.335678,0.8491209999999999,x
2804,-0.401428,0.337631,0.844284,x
2805,-0.4001159999999999,0.340057,0.8412629999999999,x
2806,-0.397217,0.340363,0.839584,x
2807,-0.404861,0.3433989999999999,0.84314,x
2808,-0.406754,0.340256,0.846268,x
2809,-0.405807,0.344086,0.8464659999999999,x
2810,-0.402588,0.348221,0.845093,x
2811,-0.40004,0.345413,0.843735,x
2812,-0.4017179999999999,0.344589,0.8456879999999999,x
2813,-0.401428,0.345444,0.846649,x
2814,-0.401413,0.346359,0.8430629999999999,x
2815,-0.400711,0.340134,0.840332,x
2816,-0.4057159999999999,0.343582,0.848145,x
2817,-0.406509,0.339432,0.851593,x
2818,-0.406921,0.337509,0.8471219999999999,x
2819,-0.405014,0.337402,0.845261,x
2820,-0.403809,0.337067,0.845749,x
2821,-0.405548,0.335953,0.8460690000000001,x
2822,-0.401337,0.3377989999999999,0.845032,x
2823,-0.402359,0.33725,0.847153,x
2824,-0.400452,0.3357699999999999,0.847153,x
2825,-0.402832,0.340607,0.8472139999999999,x
2826,-0.403564,0.336899,0.845123,x
2827,-0.401627,0.33725,0.843857,x
2828,-0.401138,0.335831,0.845474,x
2829,-0.404221,0.3341369999999999,0.8477020000000001,x
2830,-0.403534,0.338821,0.847824,x
2831,-0.400375,0.341202,0.8415219999999999,x
2832,-0.403381,0.339569,0.8400569999999999,x
2833,-0.405884,0.341873,0.843765,x
2834,-0.404968,0.341721,0.845505,x
2835,-0.403534,0.3401639999999999,0.8421780000000001,x
2836,-0.405182,0.33905,0.844543,x
2837,-0.404816,0.3396,0.8485870000000001,x
2838,-0.403778,0.337234,0.8472290000000001,x
2839,-0.401154,0.334961,0.845474,x
2840,-0.401154,0.335373,0.8480530000000001,x
2841,-0.401672,0.337387,0.8513639999999999,x
2842,-0.397964,0.3392179999999999,0.8487549999999999,x
2843,-0.401657,0.342346,0.846115,x
2844,-0.400696,0.341492,0.8437959999999999,x
2845,-0.401123,0.3442989999999999,0.846802,x
2846,-0.402206,0.34198,0.847427,x
2847,-0.4071349999999999,0.341705,0.8492129999999999,x
2848,-0.408142,0.340088,0.842987,x
2849,-0.407867,0.340012,0.842468,x
2850,-0.406097,0.3382719999999999,0.8434299999999999,x
2851,-0.401901,0.336441,0.8446959999999999,x
2852,-0.402954,0.3376159999999999,0.8464360000000001,x
2853,-0.398209,0.338409,0.8483729999999999,x
2854,-0.401413,0.33754,0.8484799999999999,x
2855,-0.399582,0.335419,0.846756,x
2856,-0.397766,0.337479,0.848541,x
2857,-0.397995,0.336838,0.8522639999999999,x
2858,-0.399048,0.338104,0.8454280000000001,x
2859,-0.401321,0.3365329999999999,0.845367,x
2860,-0.3990329999999999,0.336182,0.8494719999999999,x
2861,-0.401413,0.33548,0.8500979999999999,x
2862,-0.405136,0.334717,0.844849,x
2863,-0.404022,0.33725,0.843277,x
2864,-0.402603,0.339767,0.8443149999999999,x
2865,-0.400406,0.337967,0.8447879999999999,x
2866,-0.403931,0.339798,0.84549,x
2867,-0.401657,0.3403469999999999,0.8441770000000001,x
2868,-0.39978,0.3398739999999999,0.8458559999999999,x
2869,-0.398499,0.338974,0.8521120000000001,x
2870,-0.400894,0.338959,0.8497620000000001,x
2871,-0.398499,0.336945,0.847824,x
2872,-0.397263,0.336899,0.850952,x
2873,-0.401764,0.3401949999999999,0.849716,x
2874,-0.402145,0.340454,0.84491,x
2875,-0.401596,0.3397219999999999,0.8455959999999999,x
2876,-0.400757,0.343369,0.845001,x
2877,-0.402908,0.344238,0.84375,x
2878,-0.403992,0.341492,0.8452149999999999,x
2879,-0.40004,0.341522,0.8455959999999999,x
2880,-0.402588,0.34053,0.8449549999999999,x
2881,-0.4036409999999999,0.337891,0.8468479999999999,x
2882,-0.400604,0.336868,0.848419,x
2883,-0.399963,0.335602,0.851044,x
2884,-0.401932,0.339813,0.8504940000000001,x
2885,-0.403046,0.33844,0.8458709999999999,x
2886,-0.4005579999999999,0.3385309999999999,0.843765,x
2887,-0.39505,0.337906,0.847565,x
2888,-0.396698,0.339844,0.848297,x
2889,-0.39798,0.339462,0.8478549999999999,x
2890,-0.3974,0.340134,0.848648,x
2891,-0.398438,0.340973,0.8473209999999999,x
2892,-0.402252,0.339005,0.845016,x
2893,-0.4068449999999999,0.343201,0.8441930000000001,x
2894,-0.404831,0.342117,0.844269,x
2895,-0.4002989999999999,0.343857,0.8462069999999999,x
2896,-0.396881,0.339584,0.8450620000000001,x
2897,-0.387634,0.325333,0.8484649999999999,x
2898,-0.389709,0.322952,0.853577,x
2899,-0.389572,0.315292,0.8629,x
2900,-0.39682,0.311813,0.864014,x
2901,-0.39563,0.316605,0.8510129999999999,x
2902,-0.406647,0.336975,0.83606,x
2903,-0.406815,0.335175,0.836685,x
2904,-0.409622,0.325378,0.83931,x
2905,-0.4114529999999999,0.335358,0.84549,x
2906,-0.409668,0.34494,0.8440549999999999,x
2907,-0.394821,0.327148,0.849274,x
2908,-0.394623,0.329559,0.861557,x
2909,-0.396744,0.331955,0.8641969999999999,x
2910,-0.382126,0.333633,0.8541719999999999,x
2911,-0.390991,0.348801,0.8410030000000001,x
2912,-0.392914,0.353348,0.8323520000000001,x
2913,-0.395828,0.3521579999999999,0.8372649999999999,x
2914,-0.40239,0.361771,0.8463440000000001,x
2915,-0.4153439999999999,0.366623,0.838974,x
2916,-0.416946,0.364929,0.832565,x
2917,-0.413498,0.389984,0.8416440000000001,x
2918,-0.399521,0.409302,0.828781,x
2919,-0.388809,0.420288,0.8197629999999999,x
2920,-0.386688,0.411255,0.817108,x
2921,-0.400589,0.432343,0.806686,x
2922,-0.395432,0.450165,0.813675,x
2923,-0.381851,0.454041,0.807968,x
2924,-0.357025,0.448318,0.818573,x
2925,-0.357056,0.441635,0.8052520000000001,x
2926,-0.348969,0.455688,0.805786,x
2927,-0.351288,0.470337,0.784592,x
2928,-0.357224,0.467926,0.793686,x
2929,-0.369171,0.4708859999999999,0.7978970000000001,x
2930,-0.364243,0.47142,0.807465,x
2931,-0.365005,0.4726869999999999,0.8072050000000001,x
2932,-0.356171,0.486465,0.8042600000000001,x
2933,-0.348923,0.491425,0.794617,x
2934,-0.358658,0.502396,0.77153,x
2935,-0.350342,0.493301,0.7775569999999999,x
2936,-0.35463,0.4883119999999999,0.7823939999999999,x
2937,-0.359558,0.505127,0.796463,x
2938,-0.354889,0.513245,0.7939609999999999,x
2939,-0.328125,0.511658,0.792633,x
2940,-0.323273,0.511429,0.7896270000000001,x
2941,-0.3392489999999999,0.50589,0.776016,x
2942,-0.362137,0.501251,0.770126,x
2943,-0.370056,0.504135,0.7671359999999999,x
2944,-0.3673099999999999,0.499359,0.7694850000000001,x
2945,-0.364151,0.5037229999999999,0.78392,x
2946,-0.35907,0.507004,0.791809,x
2947,-0.358627,0.4974979999999999,0.791443,x
2948,-0.358734,0.487106,0.792542,x
2949,-0.360641,0.4958189999999999,0.7960659999999999,x
2950,-0.359131,0.499374,0.791748,x
2951,-0.353851,0.498993,0.778442,x
2952,-0.350388,0.4903109999999999,0.771469,x
2953,-0.350937,0.4899439999999999,0.780289,x
2954,-0.359207,0.488693,0.794113,x
2955,-0.364075,0.487274,0.794037,x
2956,-0.368683,0.476364,0.798492,x
2957,-0.371765,0.467422,0.805634,x
2958,-0.376923,0.4615939999999999,0.8049930000000001,x
2959,-0.380005,0.4583279999999999,0.79985,x
2960,-0.378265,0.4569399999999999,0.799347,x
2961,-0.371658,0.459442,0.801407,x
2962,-0.37146,0.462509,0.804184,x
2963,-0.37085,0.464447,0.805176,x
2964,-0.372559,0.4655609999999999,0.8007350000000001,x
2965,-0.372513,0.468506,0.797104,x
2966,-0.370239,0.472214,0.792389,x
2967,-0.369339,0.477921,0.7935939999999999,x
2968,-0.371735,0.470993,0.7949069999999999,x
2969,-0.373688,0.475204,0.798172,x
2970,-0.37886,0.474167,0.79686,x
2971,-0.378311,0.469879,0.7960659999999999,x
2972,-0.379425,0.467255,0.794296,x
2973,-0.382278,0.467072,0.794998,x
2974,-0.380753,0.471268,0.7922520000000001,x
2975,-0.376785,0.470322,0.794373,x
2976,-0.375168,0.470734,0.799515,x
2977,-0.375671,0.4711149999999999,0.802185,x
2978,-0.374832,0.4694979999999999,0.7954859999999999,x
2979,-0.371307,0.470062,0.796646,x
2980,-0.373322,0.4698029999999999,0.797195,x
2981,-0.370102,0.472656,0.8012699999999999,x
2982,-0.372299,0.4729,0.798141,x
2983,-0.3689119999999999,0.471802,0.79689,x
2984,-0.363739,0.468826,0.794235,x
2985,-0.369064,0.4704279999999999,0.797028,x
2986,-0.375656,0.472031,0.797058,x
2987,-0.374222,0.46907,0.7979890000000001,x
2988,-0.375565,0.4702449999999999,0.7964479999999999,x
2989,-0.375732,0.466476,0.797241,x
2990,-0.376221,0.466614,0.796387,x
2991,-0.378281,0.465317,0.796371,x
2992,-0.377747,0.4658199999999999,0.795441,x
2993,-0.377167,0.4664149999999999,0.798157,x
2994,-0.375977,0.4651949999999999,0.797348,x
2995,-0.376648,0.467102,0.79837,x
2996,-0.373672,0.468185,0.794403,x
2997,-0.3730159999999999,0.469559,0.798218,x
2998,-0.3765719999999999,0.469254,0.8002779999999999,x
2999,-0.376434,0.462082,0.798615,x
3000,-0.376282,0.461014,0.799026,x
3001,-0.376312,0.463699,0.801086,x
3002,-0.3758849999999999,0.465118,0.801926,x
3003,-0.373962,0.464005,0.79985,x
3004,-0.376556,0.460175,0.7974399999999999,x
3005,-0.377426,0.458847,0.802063,x
3006,-0.378494,0.458267,0.800385,x
3007,-0.375839,0.458313,0.798157,x
3008,-0.374069,0.456711,0.801819,x
3009,-0.376724,0.458725,0.804703,x
3010,-0.381927,0.4548649999999999,0.803665,x
3011,-0.377579,0.459381,0.805664,x
3012,-0.380524,0.4543,0.802094,x
3013,-0.380768,0.4534609999999999,0.8034819999999999,x
3014,-0.380386,0.451248,0.802353,x
3015,-0.37764,0.45047,0.804962,x
3016,-0.376389,0.450455,0.8062590000000001,x
3017,-0.378067,0.451477,0.8069149999999999,x
3018,-0.378525,0.4467319999999999,0.804718,x
3019,-0.3795469999999999,0.447495,0.8068850000000001,x
3020,-0.378815,0.446304,0.806778,x
3021,-0.3810119999999999,0.446671,0.8087770000000001,x
3022,-0.379623,0.4481199999999999,0.80838,x
3023,-0.379059,0.446976,0.806213,x
3024,-0.382782,0.444626,0.80481,x
3025,-0.38237,0.446442,0.805573,x
3026,-0.3821719999999999,0.445038,0.805679,x
3027,-0.379929,0.4445949999999999,0.805847,x
3028,-0.382187,0.443085,0.8060149999999999,x
3029,-0.381882,0.444,0.806244,x
3030,-0.37973,0.443954,0.806091,x
3031,-0.379517,0.442749,0.808487,x
3032,-0.377533,0.442993,0.809631,x
3033,-0.37883,0.4434359999999999,0.810791,x
3034,-0.376953,0.442596,0.806793,x
3035,-0.378723,0.439285,0.809738,x
3036,-0.380569,0.441742,0.8104859999999999,x
3037,-0.380325,0.441681,0.810822,x
3038,-0.379684,0.440796,0.8090970000000001,x
3039,-0.3791199999999999,0.442017,0.8094939999999999,x
3040,-0.381744,0.442734,0.8069149999999999,x
3041,-0.381775,0.4417109999999999,0.80806,x
3042,-0.382767,0.4413149999999999,0.805679,x
3043,-0.381165,0.4403689999999999,0.804962,x
3044,-0.381271,0.438156,0.8079529999999999,x
3045,-0.384094,0.441467,0.813431,x
3046,-0.383148,0.4432529999999999,0.810944,x
3047,-0.37825,0.443146,0.808914,x
3048,-0.380005,0.438843,0.806747,x
3049,-0.3815159999999999,0.4395449999999999,0.810242,x
3050,-0.38179,0.4389949999999999,0.8079529999999999,x
3051,-0.380081,0.4377899999999999,0.810211,x
3052,-0.380646,0.439896,0.80809,x
3053,-0.3810119999999999,0.4398189999999999,0.8088069999999999,x
3054,-0.382324,0.442108,0.808578,x
3055,-0.3816219999999999,0.444885,0.80986,x
3056,-0.383209,0.442993,0.808655,x
3057,-0.382889,0.444214,0.809265,x
3058,-0.380188,0.443268,0.807114,x
3059,-0.381348,0.439194,0.805954,x
3060,-0.380386,0.438416,0.81102,x
3061,-0.382843,0.441299,0.8125,x
3062,-0.382477,0.444687,0.809509,x
3063,-0.383331,0.442474,0.805817,x
3064,-0.381317,0.441742,0.807999,x
3065,-0.383392,0.441956,0.808029,x
3066,-0.382416,0.442734,0.80835,x
3067,-0.381912,0.441833,0.808136,x
3068,-0.381027,0.441406,0.809341,x
3069,-0.378036,0.442322,0.809616,x
3070,-0.378998,0.443375,0.809555,x
3071,-0.382126,0.4430689999999999,0.807678,x
3072,-0.380478,0.4396359999999999,0.808411,x
3073,-0.379623,0.442642,0.811844,x
3074,-0.3834079999999999,0.444885,0.810379,x
3075,-0.381302,0.4412689999999999,0.808243,x
3076,-0.3825989999999999,0.4398189999999999,0.807724,x
3077,-0.37886,0.4416199999999999,0.806808,x
3078,-0.382065,0.441025,0.8088989999999999,x
3079,-0.380234,0.440704,0.8090970000000001,x
3080,-0.381561,0.442429,0.809738,x
3081,-0.379715,0.4417109999999999,0.8104399999999999,x
3082,-0.380478,0.4435729999999999,0.80719,x
3083,-0.379669,0.437057,0.808395,x
3084,-0.38208,0.441422,0.811417,x
3085,-0.3816989999999999,0.441284,0.80983,x
3086,-0.3800199999999999,0.443222,0.8114319999999999,x
3087,-0.381363,0.440292,0.808716,x
3088,-0.380447,0.443634,0.811142,x
3089,-0.380478,0.4400479999999999,0.809067,x
3090,-0.379456,0.4403229999999999,0.807983,x
3091,-0.379807,0.441452,0.8078310000000001,x
3092,-0.3810119999999999,0.4438479999999999,0.808487,x
3093,-0.3795929999999999,0.442169,0.808762,x
3094,-0.3804929999999999,0.439453,0.809479,x
3095,-0.382034,0.440155,0.810028,x
3096,-0.380585,0.439194,0.8114779999999999,x
3097,-0.381027,0.437866,0.808762,x
3098,-0.381851,0.435852,0.8091430000000001,x
3099,-0.381531,0.43895,0.809341,x
3100,-0.384293,0.4398649999999999,0.809692,x
3101,-0.381088,0.4401859999999999,0.811417,x
3102,-0.378418,0.439438,0.810852,x
3103,-0.379868,0.439957,0.807175,x
3104,-0.381866,0.440353,0.808792,x
3105,-0.384033,0.4388729999999999,0.80835,x
3106,-0.382507,0.437805,0.811279,x
3107,-0.379974,0.436874,0.810852,x
3108,-0.38208,0.437851,0.810562,x
3109,-0.380157,0.4389649999999999,0.813507,x
3110,-0.377106,0.439606,0.8103640000000001,x
3111,-0.379105,0.437424,0.811371,x
3112,-0.379211,0.437958,0.808426,x
3113,-0.37854,0.440262,0.810104,x
3114,-0.378586,0.438507,0.8117979999999999,x
3115,-0.380295,0.4380189999999999,0.81189,x
3116,-0.381363,0.437698,0.8087310000000001,x
3117,-0.380798,0.440063,0.8095859999999999,x
3118,-0.382721,0.4406739999999999,0.8084720000000001,x
3119,-0.382492,0.438721,0.807281,x
3120,-0.380188,0.441605,0.810623,x
3121,-0.379944,0.441788,0.8091430000000001,x
3122,-0.380096,0.438278,0.80455,x
3123,-0.379349,0.438187,0.8088529999999999,x
3124,-0.380386,0.440262,0.81366,x
3125,-0.38385,0.44281,0.8097989999999999,x
3126,-0.376526,0.4435119999999999,0.806625,x
3127,-0.374191,0.443939,0.804138,x
3128,-0.374664,0.440262,0.806686,x
3129,-0.3754429999999999,0.44014,0.81633,x
3130,-0.372726,0.4417569999999999,0.81485,x
3131,-0.374786,0.4456479999999999,0.814606,x
3132,-0.378281,0.447708,0.8087310000000001,x
3133,-0.377625,0.447693,0.802948,x
3134,-0.376419,0.444992,0.80455,x
3135,-0.380051,0.448669,0.804642,x
3136,-0.3835909999999999,0.453979,0.805679,x
3137,-0.382278,0.4542239999999999,0.806046,x
3138,-0.383926,0.453842,0.802032,x
3139,-0.38382,0.45636,0.7999109999999999,x
3140,-0.387238,0.4530939999999999,0.802399,x
3141,-0.384567,0.453522,0.803421,x
3142,-0.380554,0.4555659999999999,0.803253,x
3143,-0.376312,0.459045,0.7995,x
3144,-0.375778,0.460373,0.8004,x
3145,-0.373276,0.46434,0.797913,x
3146,-0.375854,0.470047,0.7972560000000001,x
3147,-0.373184,0.467545,0.796265,x
3148,-0.373566,0.470505,0.7951050000000001,x
3149,-0.375427,0.475662,0.7915949999999999,x
3150,-0.377167,0.475616,0.789902,x
3151,-0.377396,0.477127,0.788788,x
3152,-0.375244,0.479935,0.7883,x
3153,-0.374115,0.48056,0.789429,x
3154,-0.370193,0.479385,0.7928470000000001,x
3155,-0.370712,0.481491,0.794281,x
3156,-0.370163,0.482147,0.7885439999999999,x
3157,-0.374039,0.479675,0.788483,x
3158,-0.37381,0.4818119999999999,0.789642,x
3159,-0.374252,0.482834,0.791046,x
3160,-0.377136,0.480804,0.786285,x
3161,-0.3803559999999999,0.479858,0.784622,x
3162,-0.381668,0.47876,0.789871,x
3163,-0.381424,0.480072,0.785751,x
3164,-0.382965,0.474442,0.786774,x
3165,-0.387604,0.476471,0.787048,x
3166,-0.389008,0.472412,0.790985,x
3167,-0.393021,0.475662,0.789032,x
3168,-0.393005,0.47644,0.784622,x
3169,-0.392471,0.473831,0.781723,x
3170,-0.3950349999999999,0.4801939999999999,0.78186,x
3171,-0.390976,0.482574,0.7817689999999999,x
3172,-0.387848,0.479523,0.783127,x
3173,-0.383911,0.475876,0.782593,x
3174,-0.381165,0.4766689999999999,0.783981,x
3175,-0.37851,0.478912,0.787369,x
3176,-0.378754,0.477188,0.79483,x
3177,-0.384644,0.4717409999999999,0.791199,x
3178,-0.384186,0.467545,0.789459,x
3179,-0.386368,0.470383,0.791641,x
3180,-0.384445,0.475021,0.792435,x
3181,-0.3821719999999999,0.4758,0.790863,x
3182,-0.377838,0.474838,0.7858430000000001,x
3183,-0.38385,0.469025,0.782532,x
3184,-0.387848,0.469391,0.785629,x
3185,-0.390396,0.473389,0.792984,x
3186,-0.387115,0.47168,0.791107,x
3187,-0.3816989999999999,0.472046,0.790161,x
3188,-0.38179,0.469681,0.7935180000000001,x
3189,-0.38063,0.471695,0.794144,x
3190,-0.379684,0.47142,0.7919010000000001,x
3191,-0.3786469999999999,0.469543,0.790283,x
3192,-0.3809659999999999,0.4736939999999999,0.790054,x
3193,-0.384048,0.473938,0.792557,x
3194,-0.384689,0.474854,0.793045,x
3195,-0.383743,0.474472,0.7887270000000001,x
3196,-0.383911,0.470047,0.792633,x
3197,-0.382004,0.469818,0.797485,x
3198,-0.383255,0.469772,0.792542,x
3199,-0.383942,0.474701,0.791367,x
3200,-0.382812,0.476639,0.7890010000000001,x
3201,-0.380478,0.4770359999999999,0.787079,x
3202,-0.380585,0.474747,0.79184,x
3203,-0.38414,0.4747159999999999,0.789642,x
3204,-0.384384,0.473969,0.789383,x
3205,-0.3819889999999999,0.4758449999999999,0.791397,x
3206,-0.379227,0.473618,0.792862,x
3207,-0.379913,0.474655,0.79184,x
3208,-0.377975,0.47406,0.789078,x
3209,-0.379318,0.4739069999999999,0.79277,x
3210,-0.380127,0.4746399999999999,0.788712,x
3211,-0.380447,0.4762729999999999,0.788345,x
3212,-0.3829349999999999,0.4756319999999999,0.786407,x
3213,-0.384796,0.475006,0.78833,x
3214,-0.384399,0.4727479999999999,0.7897489999999999,x
3215,-0.383621,0.471497,0.7918850000000001,x
3216,-0.380463,0.472122,0.789261,x
3217,-0.378723,0.474197,0.791824,x
3218,-0.37822,0.4712369999999999,0.794479,x
3219,-0.382278,0.4710689999999999,0.803909,x
3220,-0.38974,0.481796,0.8001560000000001,x
3221,-0.384689,0.4920199999999999,0.774582,x
3222,-0.379242,0.482147,0.751892,x
3223,-0.383301,0.474091,0.758301,x
3224,-0.387787,0.465271,0.794022,x
3225,-0.3916929999999999,0.455246,0.823441,x
3226,-0.387024,0.4460449999999999,0.825363,x
3227,-0.384842,0.4451449999999999,0.815948,x
3228,-0.375107,0.460175,0.810822,x
3229,-0.368042,0.477249,0.796402,x
3230,-0.3644409999999999,0.483047,0.777161,x
3231,-0.36525,0.490814,0.763123,x
3232,-0.373505,0.48735,0.7658689999999999,x
3233,-0.383682,0.483826,0.7858729999999999,x
3234,-0.3936159999999999,0.473892,0.80014,x
3235,-0.395782,0.463837,0.8059390000000001,x
3236,-0.388901,0.4699859999999999,0.797638,x
3237,-0.3826449999999999,0.469818,0.792099,x
3238,-0.38031,0.465408,0.7893979999999999,x
3239,-0.38089,0.462204,0.78775,x
3240,-0.383621,0.466614,0.794754,x
3241,-0.387375,0.467575,0.799515,x
3242,-0.38443,0.469421,0.79892,x
3243,-0.381775,0.475983,0.794647,x
3244,-0.37973,0.480713,0.786285,x
3245,-0.375,0.4784239999999999,0.780212,x
3246,-0.374878,0.4737699999999999,0.7781520000000001,x
3247,-0.3770139999999999,0.471085,0.789246,x
3248,-0.3831179999999999,0.472839,0.794342,x
3249,-0.384232,0.467072,0.800354,x
3250,-0.382141,0.466782,0.8008270000000001,x
3251,-0.381287,0.469452,0.800095,x
3252,-0.377869,0.472305,0.79538,x
3253,-0.377563,0.473846,0.792633,x
3254,-0.379196,0.472641,0.786972,x
3255,-0.381531,0.473541,0.78952,x
3256,-0.384628,0.4725189999999999,0.794022,x
3257,-0.381027,0.472092,0.793747,x
3258,-0.380188,0.473221,0.7915800000000001,x
3259,-0.381653,0.472839,0.788971,x
3260,-0.377258,0.471558,0.78746,x
3261,-0.377762,0.475418,0.792099,x
3262,-0.379471,0.476303,0.791656,x
3263,-0.38092,0.471817,0.78923,x
3264,-0.382202,0.470963,0.792801,x
3265,-0.381897,0.47052,0.794998,x
3266,-0.378662,0.469864,0.792419,x
3267,-0.378052,0.469376,0.794266,x
3268,-0.381104,0.471634,0.794373,x
3269,-0.381241,0.473755,0.794266,x
3270,-0.376617,0.474487,0.791122,x
3271,-0.377289,0.472168,0.7887569999999999,x
3272,-0.378342,0.474655,0.7922359999999999,x
3273,-0.378281,0.4736329999999999,0.791153,x
3274,-0.376907,0.47258,0.792038,x
3275,-0.379929,0.46962,0.791992,x
3276,-0.3824619999999999,0.4707949999999999,0.794357,x
3277,-0.383377,0.468277,0.791473,x
3278,-0.381348,0.469742,0.792465,x
3279,-0.381958,0.472977,0.793579,x
3280,-0.379517,0.472855,0.790848,x
3281,-0.380005,0.474121,0.793304,x
3282,-0.380569,0.473572,0.792068,x
3283,-0.376724,0.472046,0.791092,x
3284,-0.377029,0.469025,0.791351,x
3285,-0.379532,0.470749,0.792786,x
3286,-0.381607,0.471939,0.7928470000000001,x
3287,-0.380615,0.470184,0.792267,x
3288,-0.381531,0.465683,0.792786,x
3289,-0.38298,0.468628,0.798431,x
3290,-0.383026,0.468811,0.796371,x
3291,-0.381271,0.4699859999999999,0.792755,x
3292,-0.379669,0.470062,0.791809,x
3293,-0.380142,0.470398,0.7926479999999999,x
3294,-0.380371,0.4728699999999999,0.792892,x
3295,-0.380188,0.472427,0.790848,x
3296,-0.379227,0.471359,0.792175,x
3297,-0.379669,0.4721979999999999,0.789658,x
3298,-0.379745,0.469955,0.791763,x
3299,-0.379654,0.470734,0.7922359999999999,x
3300,-0.378281,0.472839,0.794617,x
3301,-0.378845,0.470963,0.796936,x
3302,-0.3815159999999999,0.470993,0.792633,x
3303,-0.3774409999999999,0.47142,0.788666,x
3304,-0.38028,0.4720149999999999,0.793488,x
3305,-0.383469,0.471359,0.794937,x
3306,-0.381165,0.4725189999999999,0.794266,x
3307,-0.381943,0.471146,0.790833,x
3308,-0.383316,0.470093,0.791733,x
3309,-0.380646,0.471603,0.79068,x
3310,-0.378876,0.4688569999999999,0.7921600000000001,x
3311,-0.382401,0.469696,0.7932279999999999,x
3312,-0.380753,0.470917,0.791748,x
3313,-0.378113,0.472137,0.7928310000000001,x
3314,-0.379135,0.472214,0.791138,x
3315,-0.381866,0.471695,0.795929,x
3316,-0.379868,0.4702449999999999,0.792435,x
3317,-0.378326,0.468567,0.793762,x
3318,-0.379898,0.469193,0.793365,x
3319,-0.382736,0.471695,0.793411,x
3320,-0.38324,0.468475,0.792145,x
3321,-0.382446,0.467926,0.793488,x
3322,-0.381668,0.470184,0.794296,x
3323,-0.380753,0.471771,0.792419,x
3324,-0.382584,0.471283,0.793732,x
3325,-0.37999,0.470093,0.791916,x
3326,-0.379425,0.470734,0.795517,x
3327,-0.379959,0.471512,0.794083,x
3328,-0.378372,0.4689939999999999,0.79303,x
3329,-0.379272,0.470627,0.791077,x
3330,-0.380753,0.472031,0.790619,x
3331,-0.385757,0.468781,0.793579,x
3332,-0.381912,0.471344,0.793167,x
3333,-0.380661,0.471268,0.792435,x
3334,-0.381943,0.471634,0.788864,x
3335,-0.38237,0.4690399999999999,0.791519,x
3336,-0.381592,0.46785,0.796082,x
3337,-0.382629,0.4698029999999999,0.794983,x
3338,-0.382187,0.472717,0.790756,x
3339,-0.38382,0.470154,0.7913060000000001,x
3340,-0.382721,0.4702449999999999,0.793457,x
3341,-0.379028,0.468384,0.791519,x
3342,-0.378143,0.468414,0.794693,x
3343,-0.377121,0.472275,0.792068,x
3344,-0.378876,0.472031,0.791794,x
3345,-0.3779139999999999,0.471802,0.793625,x
3346,-0.379837,0.472778,0.795044,x
3347,-0.38208,0.4692989999999999,0.79332,x
3348,-0.379868,0.469376,0.791245,x
3349,-0.379654,0.4708859999999999,0.7922359999999999,x
3350,-0.37825,0.469208,0.7930149999999999,x
3351,-0.380783,0.4688569999999999,0.793365,x
3352,-0.380753,0.466171,0.79335,x
3353,-0.381531,0.466919,0.795425,x
3354,-0.38298,0.470261,0.794205,x
3355,-0.382919,0.4711,0.795273,x
3356,-0.379105,0.472031,0.791183,x
3357,-0.37915,0.4701079999999999,0.794312,x
3358,-0.379272,0.469757,0.791367,x
